# META firmware=d8a4e75;board=ESP32-DevKitC-32E;fr_tl_07=disabled
t_ms,decel_ms2,brake_light_pct,fsm_state,imu_health
1410,6.000,100,2,0
1420,6.000,100,2,0
1430,6.000,100,2,0
1440,6.000,100,2,0
1450,6.000,100,2,0
1460,6.000,100,2,0
1470,6.000,100,2,0
1480,6.000,100,2,0
1490,6.000,100,2,0
1500,0.000,100,2,0
1510,0.000,100,2,0
1520,0.000,100,2,0
1530,0.000,100,2,0
1540,0.000,100,2,0
1550,0.000,100,2,0
1560,0.000,100,2,0
1570,0.000,100,2,0
1580,0.000,100,2,0
1590,0.000,100,2,0
1600,0.000,100,2,0
1610,0.000,100,2,0
1620,0.000,100,2,0
1630,0.000,100,2,0
1640,0.000,100,2,0
1650,0.000,100,2,0
1660,0.000,100,2,0
1670,0.000,100,2,0
1680,0.000,100,2,0
1690,0.000,100,2,0
1700,0.000,100,2,0
1710,0.000,100,2,0
1720,0.000,100,2,0
1730,0.000,100,2,0
1740,0.000,100,2,0
1750,0.000,100,2,0
1760,0.000,100,2,0
1770,0.000,100,2,0
1780,0.000,100,2,0
1790,0.000,100,2,0
1800,0.000,20,1,0
1810,0.000,20,1,0
1820,0.000,20,1,0
1830,0.000,20,1,0
1840,0.000,20,1,0
1850,0.000,20,1,0
1860,0.000,20,1,0
1870,0.000,20,1,0
1880,0.000,20,1,0
1890,0.000,20,1,0
1900,0.000,20,1,0
1910,0.000,20,1,0
1920,0.000,20,1,0
1930,0.000,20,1,0
1940,0.000,20,1,0
1950,0.000,20,1,0
1960,0.000,20,1,0
1970,0.000,20,1,0
1980,0.000,20,1,0
1990,0.000,20,1,0
2000,0.000,20,1,0
2010,0.000,20,1,0
2020,0.000,20,1,0
2030,0.000,20,1,0
2040,0.000,20,1,0
2050,0.000,20,1,0
2060,0.000,20,1,0
2070,0.000,20,1,0
2080,0.000,20,1,0
2090,0.000,20,1,0
2100,0.000,20,1,0
2110,0.000,20,1,0
2120,0.000,20,1,0
2130,0.000,20,1,0
2140,0.000,20,1,0
2150,0.000,20,1,0
2160,0.000,20,1,0
2170,0.000,20,1,0
2180,0.000,20,1,0
2190,0.000,20,1,0
2200,0.000,20,1,0
2210,0.000,20,1,0
2220,0.000,20,1,0
2230,0.000,20,1,0
2240,0.000,20,1,0
2250,0.000,20,1,0
2260,0.000,20,1,0
2270,0.000,20,1,0
2280,0.000,20,1,0
2290,0.000,20,1,0
2300,0.000,20,1,0
2310,0.000,20,1,0
2320,0.000,20,1,0
2330,0.000,20,1,0
2340,0.000,20,1,0
2350,0.000,20,1,0
2360,0.000,20,1,0
2370,0.000,20,1,0
2380,0.000,20,1,0
2390,0.000,20,1,0
2400,0.000,20,1,0
2410,0.000,20,1,0
2420,0.000,20,1,0
2430,0.000,20,1,0
2440,0.000,20,1,0
2450,0.000,20,1,0
2460,0.000,20,1,0
2470,0.000,20,1,0
2480,0.000,20,1,0
2490,0.000,20,1,0
2500,0.000,20,1,0
2510,0.000,20,1,0
2520,0.000,20,1,0
2530,0.000,20,1,0
2540,0.000,20,1,0
2550,0.000,20,1,0
2560,0.000,20,1,0
2570,0.000,20,1,0
2580,0.000,20,1,0
2590,0.000,20,1,0
2600,0.000,20,1,0
2610,0.000,20,1,0
2620,0.000,20,1,0
2630,0.000,20,1,0
2640,0.000,20,1,0
2650,0.000,20,1,0
2660,0.000,20,1,0
2670,0.000,20,1,0
2680,0.000,20,1,0
2690,0.000,20,1,0
2700,0.000,20,1,0
2710,0.000,20,1,0
2720,0.000,20,1,0
2730,0.000,20,1,0
2740,0.000,20,1,0
2750,0.000,20,1,0
2760,0.000,20,1,0
2770,0.000,20,1,0
2780,0.000,20,1,0
2790,0.000,20,1,0
2800,0.000,20,1,0
2810,0.000,20,1,0
2820,0.000,20,1,0
2830,0.000,20,1,0
2840,0.000,20,1,0
2850,0.000,20,1,0
2860,0.000,20,1,0
2870,0.000,20,1,0
2880,0.000,20,1,0
2890,0.000,20,1,0
2900,0.000,20,1,0
2910,0.000,20,1,0
2920,0.000,20,1,0
2930,0.000,20,1,0
2940,0.000,20,1,0
2950,0.000,20,1,0
2960,0.000,20,1,0
2970,0.000,20,1,0
2980,0.000,20,1,0
2990,0.000,20,1,0
3000,0.000,20,1,0
3010,0.000,20,1,0
3020,0.000,20,1,0
3030,0.000,20,1,0
3040,0.000,20,1,0
3050,0.000,20,1,0
3060,0.000,20,1,0
3070,0.000,20,1,0
3080,0.000,20,1,0
3090,0.000,20,1,0
3100,0.000,20,1,0
3110,0.000,20,1,0
3120,0.000,20,1,0
3130,0.000,20,1,0
3140,0.000,20,1,0
3150,0.000,20,1,0
3160,0.000,20,1,0
3170,0.000,20,1,0
3180,0.000,20,1,0
3190,0.000,20,1,0
3200,0.000,20,1,0
3210,0.000,20,1,0
3220,0.000,20,1,0
3230,0.000,20,1,0
3240,0.000,20,1,0
3250,0.000,20,1,0
3260,0.000,20,1,0
3270,0.000,20,1,0
3280,0.000,20,1,0
3290,0.000,20,1,0
3300,0.000,20,1,0
3310,0.000,20,1,0
3320,0.000,20,1,0
3330,0.000,20,1,0
3340,0.000,20,1,0
3350,0.000,20,1,0
3360,0.000,20,1,0
3370,0.000,20,1,0
3380,0.000,20,1,0
3390,0.000,20,1,0
3400,0.000,20,1,0
3410,0.000,20,1,0
3420,0.000,20,1,0
3430,0.000,20,1,0
3440,0.000,20,1,0
3450,0.000,20,1,0
3460,0.000,20,1,0
3470,0.000,20,1,0
3480,0.000,20,1,0
3490,0.000,20,1,0
3500,0.000,20,1,0
